frase,glosa_predicha,glosa_real,eq?,accuracy-score
kon trábáhó drιmáhμtsé ná hwadá ga chúní,"[[['kon', 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl'], [['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', 'stem'], 'gen'], [['chúní', 'stem'], 'obl']]","[[['kon', 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl'], [['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', 'stem'], 'gen'], [['chúní', 'stem'], 'obl']]",True,1.0
gophμkeyι'wi pe miñáthó k'ι rι dethá,"[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1.0
gokoht'íbi komo k'it'á o 'rähtó yι hmí k'ι mä'idáwi nchúdi,"[[['go', '1.pot'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], [""'idá"", 'stem'], ['wi', 'stem'], 'n'], [['nchúdi', 'stem'], 'obl']]","[[['go', '1.pot'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], [""'idá"", 'stem'], ['wi', 'stem'], 'n'], [['nchúdi', 'stem'], 'obl']]",True,1.0
pitandé komo k'it'á o 'rähtó yι tsihmí dímá'it'íbi,"[[['pi', 'it'], ['ta', 'mod'], ['ndé', 'stem'], 'unkwn'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['hmí', 'stem'], 'unkwn'], [['dí', '1.icp'], ['má', 'ctrf'], [""'it'í"", 'stem'], ['bi', '3.obj'], 'v']]","[[['pi', 'it'], ['ta', 'mod'], ['ndé', 'stem'], 'unkwn'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['tsi', 'dim'], ['hmí', 'stem'], 'unkwn'], [['dí', '1.icp'], ['má', 'ctrf'], [""'it'í"", 'stem'], ['bi', '3.obj'], 'v']]",True,1.0
gowít'ithó yι t'ihi porke kho mintsohgí kho mixihgí ke waporá,"[[['go', '1.pot'], [""wít'i"", 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['ke', 'stem'], 'obl'], [['wa', '1.cpl.irr'], ['porá', 'stem'], 'v']]","[[['go', '1.pot'], [""wít'i"", 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['ke', 'stem'], 'obl'], [['wa', '1.cpl.irr'], ['porá', 'stem'], 'v']]",True,1.0
hí mitso ngwakoht'íbi yι hmí yι mä'idá mähke mi'μngí yι mä'idá,"[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [['n', 'psd'], ['gwa', '1.icp.irr'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['mähke', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]","[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [['n', 'psd'], ['gwa', '1.icp.irr'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['mähke', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]",True,1.0
pe komo hín dímásiertá wapεt'i hín dímásiertá wak'μní,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""pεt'i"", 'stem'], 'v'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""k'μní"", 'stem'], 'v']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""pεt'i"", 'stem'], 'v'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""k'μní"", 'stem'], 'v']]",True,1.0
despwés dóndμhtéyι'wi pibipεhyι'wi,"[[['despwés', 'stem'], 'obl'], [['dó', '1.cpl'], ['ndμ', 'muy'], ['h', 'lig'], ['té', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pi', 'it'], ['bi', '3.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['despwés', 'stem'], 'obl'], [['dó', '1.cpl'], ['ndμ', 'muy'], ['h', 'lig'], ['té', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pi', 'it'], ['bi', '3.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
mbikhá xathó mánthähtíbé mbikháwi bikháthó áregló,"[[['m', 'med'], ['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['xathó', 'stem'], 'obl'], [['má', 'ctrf'], ['nthähtí', 'stem'], ['bé', 'dual.exc'], 'v'], [['m', 'med'], ['bi', '3.cpl'], ['khá', 'stem'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['khá', 'stem'], ['thó', 'ila'], 'v'], [['áregló', 'stem'], 'obl']]","[[['m', 'med'], ['bi', '3.cpl'], ['khá', 'stem'], 'v'], [['xathó', 'stem'], 'obl'], [['má', 'ctrf'], ['nthähtí', 'stem'], ['bé', 'dual.exc'], 'v'], [['m', 'med'], ['bi', '3.cpl'], ['khá', 'stem'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['khá', 'stem'], ['thó', 'ila'], 'v'], [['áregló', 'stem'], 'obl']]",True,1.0
nι rι tá nι rι nμhμ kon k'ι rι tá k'ι rι béhñι aregláthóhí,"[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]","[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]",True,1.0
damá damáaregláthóhí rι ngú k'ι rι béhñι,"[[['da', '3.pot'], ['má', 'stem'], 'v'], [['da', '3.pot'], ['má', 'ctrf'], ['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl']]","[[['da', '3.pot'], ['má', 'stem'], 'v'], [['da', '3.pot'], ['má', 'ctrf'], ['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl']]",True,1.0
pe bμ hínι xo hin danéyι' xo dantúthóhóhíyι'wi,"[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
xo xindané dakohní rιngúyι' xo dakohníyι'wik'ι,"[[['xo', 'stem'], 'cnj'], [['xi', 'si'], ['n', 'psd'], ['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['kohní', 'stem'], 'v'], [['rι', '3.pss'], ['ngú', 'stem'], [""yι'"", 'lim'], 'n'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['kohní', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['xi', 'si'], ['n', 'psd'], ['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['kohní', 'stem'], 'v'], [['rι', '3.pss'], ['ngú', 'stem'], [""yι'"", 'lim'], 'n'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['kohní', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1.0
pewi xo dané dadeñι k'ι rι nμhμ xo damáwi,"[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]",True,1.0
xo damá k'ι rι béhñι rι ngú k'ι rι nμhμwi,"[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ngú', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
este nuyι k'ι yι tsμhníyι' xo bintúthóyι'wik'ι,"[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1.0
dadú k'ι rι ts'μi 'idítsogí mähank'ι,"[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""ts'μi"", 'stem'], 'obl'], [[""'i"", 'y'], ['dí', '1.icp'], ['tsogí', 'stem'], 'v'], [[""mähank'ι"", 'stem'], 'obl']]","[[['da', '3.pot'], ['dú', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [[""ts'μi"", 'stem'], 'obl'], [[""'i"", 'y'], ['dí', '1.icp'], ['tsogí', 'stem'], 'v'], [[""mähank'ι"", 'stem'], 'obl']]",True,1.0
gehña xo dichixiι' k'ι rι nμhμ kon k'ι rι béhñιwi,"[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
xo k'ι rι nóbia kon k'ι nóbio máhmμwi,"[[['xo', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nóbia', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['nóbio', 'stem'], 'obl'], [['má', 'stem'], ['h', 'lig'], ['mμ', 'pl'], ['wi', 'prag'], 'v']]","[[['xo', 'stem'], 'cnj'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nóbia', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['nóbio', 'stem'], 'obl'], [['má', 'stem'], ['h', 'lig'], ['mμ', 'pl'], ['wi', 'prag'], 'v']]",True,1.0
despwés tιkhι bimáyι'wi bimát'í rι gospí,"[[['despwés', 'stem'], 'obl'], [['tιkhι', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], [""t'í"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['gospí', 'stem'], 'obl']]","[[['despwés', 'stem'], 'obl'], [['tιkhι', 'stem'], 'obl'], [['bi', '3.cpl'], ['má', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['bi', '3.cpl'], ['má', 'ctrf'], [""t'í"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['gospí', 'stem'], 'obl']]",True,1.0
pe komo ndrιmádáhní gopí ná hwadá rι dethá,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1.0
gopí gomápohpí bésíno i para damá k'ι rι mulínú,"[[['go', '1.pot'], ['pí', 'stem'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['po', 'stem'], ['h', 'lig'], ['pí', 'prt'], 'v'], [['bésíno', 'stem'], 'obl'], [['i', 'stem'], 'cnj'], [['para', 'stem'], 'obl'], [['da', '3.pot'], ['má', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mulínú', 'stem'], 'obl']]","[[['go', '1.pot'], ['pí', 'stem'], 'v'], [['go', '1.pot'], ['má', 'ctrf'], ['po', 'stem'], ['h', 'lig'], ['pí', 'prt'], 'v'], [['bésíno', 'stem'], 'obl'], [['i', 'stem'], 'cnj'], [['para', 'stem'], 'obl'], [['da', '3.pot'], ['má', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['mulínú', 'stem'], 'obl']]",True,1.0
nu mä'idá hi miniña xo da'μngíyι'wi,"[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
komo mipεk'ι tsiánmá pahpá miphμté yι báthá,"[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['pε', 'stem'], [""k'ι"", 'dem'], 'v'], [['tsi', 'dim'], ['ánmá', 'stem'], 'unkwn'], [['pahpá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['phμté', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['báthá', 'stem'], 'obl']]","[[['komo', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['pε', 'stem'], [""k'ι"", 'dem'], 'v'], [['tsi', 'dim'], ['ánmá', 'stem'], 'unkwn'], [['pahpá', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['phμté', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['báthá', 'stem'], 'obl']]",True,1.0
yóho metrothó k'ι rι tsilóna ndíngμdé,"[[['yóho', 'stem'], 'obl'], [['metro', 'stem'], ['thó', 'ila'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['lóna', 'stem'], 'unkwn'], [['n', 'psd'], ['dí', '1.icp'], ['ngμdé', 'stem'], 'v']]","[[['yóho', 'stem'], 'obl'], [['metro', 'stem'], ['thó', 'ila'], 'unkwn'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['lóna', 'stem'], 'unkwn'], [['n', 'psd'], ['dí', '1.icp'], ['ngμdé', 'stem'], 'v']]",True,1.0
ko ná rι tsipeso zεditúthó mbrιngμt'í,"[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]","[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]",True,1.0
asta drιmáthó komo siemprethó drιmáthó,"[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]","[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]",True,1.0
desde ndrιléngu dósuphré asta drιmáthóhó,"[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]","[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]",True,1.0
xo xihkyι'wi 'á gíkháhí 'á kantérawi,"[[['xo', 'stem'], 'cnj'], [['xih', 'stem'], ['k', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [[""'á"", 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['hí', 'pl'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['kantéra', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['xih', 'stem'], ['k', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [[""'á"", 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['hí', 'pl'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['kantéra', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1.0
este pa gotúhé nι rι dó gomáhmé 'á kantéra,"[[['este', 'stem'], 'obl'], [['pa', 'stem'], 'obl'], [['go', '1.pot'], ['tú', 'stem'], ['hé', 'pl.exc'], 'v'], [['nι', 'det'], 'det'], [['rι', 'det'], 'det'], [['dó', 'stem'], 'obl'], [['go', '1.pot'], ['má', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['kantéra', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['pa', 'stem'], 'obl'], [['go', '1.pot'], ['tú', 'stem'], ['hé', 'pl.exc'], 'v'], [['nι', 'det'], 'det'], [['rι', 'det'], 'det'], [['dó', 'stem'], 'obl'], [['go', '1.pot'], ['má', 'stem'], ['h', 'lig'], ['mé', 'pl.exc'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['kantéra', 'stem'], 'obl']]",True,1.0
díusáhé nι rι bárréno para pa drιohkíhé pa drιthontihé,"[[['dí', '1.icp'], ['usá', 'stem'], ['hé', 'pl.exc'], 'v'], [['nι', 'det'], 'det'], [['rι', 'det'], 'det'], [['bárréno', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['pa', 'stem'], 'obl'], [['drι', '1.cnt'], ['ohkí', 'agujerear/v'], ['hé', 'pl.exc'], 'v'], [['pa', 'stem'], 'obl'], [['drι', '1.cnt'], ['thonti', 'stem'], ['hé', 'pl.exc'], 'v']]","[[['dí', '1.icp'], ['usá', 'stem'], ['hé', 'pl.exc'], 'v'], [['nι', 'det'], 'det'], [['rι', 'det'], 'det'], [['bárréno', 'stem'], 'obl'], [['para', 'stem'], 'obl'], [['pa', 'stem'], 'obl'], [['drι', '1.cnt'], ['ohkí', 'agujerear/v'], ['hé', 'pl.exc'], 'v'], [['pa', 'stem'], 'obl'], [['drι', '1.cnt'], ['thonti', 'stem'], ['hé', 'pl.exc'], 'v']]",True,1.0
