frase,glosa predicha,glosa real,eq?,accuracy-score,
dí'μngihé,"[[['dí', '1.icp'], [""'μngi"", 'stem'], ['hé', 'pl.exc'], 'v']]","[[['dí', '1.icp'], [""'μngi"", 'stem'], ['hé', 'pl.exc'], 'v']]",True,1,
hín dayμhtégíyι'wi,"[[['hín', 'stem'], 'neg'], [['da', '3.pot'], ['yμhté', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['hín', 'stem'], 'neg'], [['da', '3.pot'], ['yμhté', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
bi'μngí por medio dímántsophó,"[[['bi', '3.cpl'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['por', 'stem'], 'obl'], [['medio', 'stem'], 'obl'], [['dí', '1.icp'], ['má', 'ctrf'], ['ntsophó', 'stem'], 'v']]","[[['bi', '3.cpl'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['por', 'stem'], 'obl'], [['medio', 'stem'], 'obl'], [['dí', '1.icp'], ['má', 'ctrf'], ['ntsophó', 'stem'], 'v']]",True,1,
komo kho ndiyegíyι'wi,"[[['komo', 'stem'], 'obl'], [['kho', 'stem'], 'neg'], [['n', 'psd'], ['di', '3.icp.irr'], ['ye', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['komo', 'stem'], 'obl'], [['kho', 'stem'], 'neg'], [['n', 'psd'], ['di', '3.icp.irr'], ['ye', 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
xo mi'μngí,"[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v']]","[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v']]",True,1,
komo ndírιché pa misínko yι mä'idá,"[[['komo', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['pa', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['sínko', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]","[[['komo', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['pa', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['sínko', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]",True,1,
mik'it'á yι mä'idá mi'bμi,"[[['m', 'psd'], ['i', '3.icp'], [""k'it'á"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v']]","[[['m', 'psd'], ['i', '3.icp'], [""k'it'á"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v']]",True,1,
mik'it'á yι mä'idá mi'bμi,"[[['m', 'psd'], ['i', '3.icp'], [""k'it'á"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v']]","[[['m', 'psd'], ['i', '3.icp'], [""k'it'á"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], [""'bμi"", 'stem'], 'v']]",True,1,
xo nugó ndírιché ndrιbéhñA,"[[['xo', 'stem'], 'cnj'], [['nugó', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['n', 'psd'], ['drι', '1.cnt'], ['béhñA', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['nugó', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['rι', 'det'], ['ché', 'stem'], 'v'], [['n', 'psd'], ['drι', '1.cnt'], ['béhñA', 'stem'], 'v']]",True,1,
asiske xo binkhák'ú,"[[['asiske', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['asiske', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['nkhá', 'stem'], [""k'ú"", 'loc'], 'v']]",True,1,
dósuphré,"[[['dó', '1.cpl'], ['suphré', 'stem'], 'v']]","[[['dó', '1.cpl'], ['suphré', 'stem'], 'v']]",True,1,
nι rι tá nι rι nμhμ kon k'ι rι tá k'ι rι béhñι aregláthóhí,"[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]","[[['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [['nι', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['tá', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], 'obl'], [['areglá', 'stem'], ['thó', 'ila'], ['hí', 'pl'], 'v']]",True,1,
dadúxyι'wi ko rι chí,"[[['da', '3.pot'], ['dúx', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['chí', 'stem'], 'obl']]","[[['da', '3.pot'], ['dúx', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['chí', 'stem'], 'obl']]",True,1,
dakohní k'ι rι nμhμ dapεphí,"[[['da', '3.pot'], ['kohní', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['da', '3.pot'], ['pεphí', 'stem'], 'v']]","[[['da', '3.pot'], ['kohní', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['da', '3.pot'], ['pεphí', 'stem'], 'v']]",True,1,
pe bμ hínι xo hin danéyι' xo dantúthóhóhíyι'wi,"[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], 'obl'], [['bμ', 'stem'], 'cnj'], [['hínι', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['hin', 'stem'], 'neg'], [['da', '3.pot'], ['né', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['ntú', 'stem'], ['thó', 'ila'], ['hó', 'int'], ['hí', 'pl'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
xo depende k'ι rι béhñιwi,"[[['xo', 'stem'], 'cnj'], [['depende', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['depende', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1,
pewi xo dané dadeñι k'ι rι nμhμ xo damáwi,"[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], ['wi', 'prag'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['né', 'stem'], 'v'], [['da', '3.pot'], ['deñι', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['má', 'stem'], ['wi', 'prag'], 'v']]",True,1,
este nuyι k'ι yι tsμhníyι' xo bintúthóyι'wik'ι,"[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['este', 'stem'], 'obl'], [['nuyι', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['yι', 'det.pl'], 'det'], [['tsμhní', 'stem'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ntú', 'stem'], ['thó', 'ila'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1,
gehña xo dichixiι' k'ι rι nμhμ kon k'ι rι béhñιwi,"[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['gehña', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['di', '3.icp.irr'], ['chixi', 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['nμhμ', 'stem'], 'obl'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['béhñι', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1,
xo bisμtsí,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['sμtsí', 'stem'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['sμtsí', 'stem'], 'v']]",True,1,
xo biñágí,"[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ñá', 'stem'], ['gí', '1.obj'], 'v']]","[[['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['ñá', 'stem'], ['gí', '1.obj'], 'v']]",True,1,
binihté,"[[['bi', '3.cpl'], ['nihté', 'stem'], 'v']]","[[['bi', '3.cpl'], ['nihté', 'stem'], 'v']]",True,1,
bimát'ítí,"[[['bi', '3.cpl'], ['má', 'ctrf'], [""t'ítí"", 'stem'], 'v']]","[[['bi', '3.cpl'], ['má', 'ctrf'], [""t'ítí"", 'stem'], 'v']]",True,1,
mixayi kónxúnto ngu rι óra ya,"[[['m', 'psd'], ['i', '3.icp'], ['xayi', 'stem'], 'v'], [['kónxúnto', 'stem'], 'obl'], [['ngu', 'stem'], 'cnj'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['ya', 'stem'], 'cnj']]","[[['m', 'psd'], ['i', '3.icp'], ['xayi', 'stem'], 'v'], [['kónxúnto', 'stem'], 'obl'], [['ngu', 'stem'], 'cnj'], [['rι', 'det'], 'det'], [['óra', 'stem'], 'obl'], [['ya', 'stem'], 'cnj']]",True,1,
xo dókhák'ú,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['khá', 'stem'], [""k'ú"", 'loc'], 'v']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['khá', 'stem'], [""k'ú"", 'loc'], 'v']]",True,1,
xo mipε'ts'i yι khμ k'ι mäpahpá,"[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['khμ', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]","[[['xo', 'stem'], 'cnj'], [['m', 'psd'], ['i', '3.icp'], [""pε'ts'i"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['khμ', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]",True,1,
pe komo ndrιmádáhní gopí ná hwadá rι dethá,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['dáhní', 'stem'], 'v'], [['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1,
gopí ná hwadá rι khμ,"[[['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμ', 'stem'], 'obl']]","[[['go', '1.pot'], ['pí', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμ', 'stem'], 'obl']]",True,1,
nu mä'idá hi miniña xo da'μngíyι'wi,"[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['nu', 'stem'], 'prt'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['hi', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['niña', 'stem'], 'v'], [['xo', 'stem'], 'cnj'], [['da', '3.pot'], [""'μn"", 'stem'], ['gí', '1.obj'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
nkhák'ú dámμi,"[[['nkhá', 'stem'], [""k'ú"", 'loc'], 'v'], [['dá', '1.icp'], ['mμi', 'stem'], 'v']]","[[['nkhá', 'stem'], [""k'ú"", 'loc'], 'v'], [['dá', '1.icp'], ['mμi', 'stem'], 'v']]",True,1,
ko ná rι tsipeso zεditúthó mbrιngμt'í,"[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]","[[['ko', 'stem'], 'obl'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['peso', 'stem'], 'unkwn'], [['zεditú', 'stem'], ['thó', 'ila'], 'unkwn'], [['m', 'psd'], ['b', 'lig'], ['rι', '3.cnt'], [""ngμt'í"", 'stem'], 'v']]",True,1,
ndíkháhpiyι'wik'ι,"[[['n', 'psd'], ['dí', '1.icp'], ['khá', 'stem'], ['h', 'lig'], ['pi', 'it'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]","[[['n', 'psd'], ['dí', '1.icp'], ['khá', 'stem'], ['h', 'lig'], ['pi', 'it'], [""yι'"", 'lim'], ['wi', 'prag'], [""k'ι"", 'dem'], 'v']]",True,1,
asta drιmáthó komo siemprethó drιmáthó,"[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]","[[['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v'], [['komo', 'stem'], 'obl'], [['siempre', 'stem'], ['thó', 'ila'], 'unkwn'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], 'v']]",True,1,
xathó díkáhä,"[[['xathó', 'stem'], 'obl'], [['dí', '1.icp'], ['káhä', 'stem'], 'v']]","[[['xathó', 'stem'], 'obl'], [['dí', '1.icp'], ['káhä', 'stem'], 'v']]",True,1,
desde ndrιléngu dósuphré asta drιmáthóhó,"[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]","[[['desde', 'stem'], 'cnj'], [['n', 'psd'], ['drι', '1.cnt'], ['léngu', 'stem'], 'v'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v'], [['asta', 'stem'], 'cnj'], [['drι', '1.cnt'], ['má', 'stem'], ['thó', 'ila'], ['hó', 'int'], 'v']]",True,1,
porke ya bi'μ mämμi tanto díñá,"[[['porke', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'μ"", 'stem'], 'v'], [['mä', '1.pss'], ['mμi', 'stem'], 'n'], [['tanto', 'stem'], 'obl'], [['dí', '1.icp'], ['ñá', 'stem'], 'v']]","[[['porke', 'stem'], 'obl'], [['ya', 'stem'], 'cnj'], [['bi', '3.cpl'], [""'μ"", 'stem'], 'v'], [['mä', '1.pss'], ['mμi', 'stem'], 'n'], [['tanto', 'stem'], 'obl'], [['dí', '1.icp'], ['ñá', 'stem'], 'v']]",True,1,
té gíkháhí,"[[['té', 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['hí', 'pl'], 'v']]","[[['té', 'stem'], 'obl'], [['gí', '2.icp'], ['khá', 'stem'], ['hí', 'pl'], 'v']]",True,1,
dathéte gí'imbíι' k'ι,"[[['da', '3.pot'], ['théte', 'stem'], 'v'], [['gí', '2.icp'], [""'imbí"", 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem']]","[[['da', '3.pot'], ['théte', 'stem'], 'v'], [['gí', '2.icp'], [""'imbí"", 'stem'], [""ι'"", 'lim'], 'v'], [[""k'ι"", 'stem'], 'dem']]",True,1,
pa mámpostería,"[[['pa', 'stem'], 'obl'], [['mámpostería', 'stem'], 'obl']]","[[['pa', 'stem'], 'obl'], [['mámpostería', 'stem'], 'obl']]",True,1,
pa mámpostería ngé ngú,"[[['pa', 'stem'], 'obl'], [['mámpostería', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]","[[['pa', 'stem'], 'obl'], [['mámpostería', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['ngú', 'stem'], 'obl']]",True,1,
ná rι khμní yι ga dosientos sinkwenta nts'εhki,"[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμní', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['ga', '3.pls'], 'v'], [['dosientos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl'], [[""nts'εhki"", 'stem'], 'obl']]","[[['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['khμní', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['ga', '3.pls'], 'v'], [['dosientos', 'stem'], 'obl'], [['sinkwenta', 'stem'], 'obl'], [[""nts'εhki"", 'stem'], 'obl']]",True,1,
thétethó ga sien peso,"[[['théte', 'stem'], ['thó', 'ila'], 'v'], [['ga', '3.pls'], 'v'], [['sien', 'stem'], 'obl'], [['peso', 'stem'], 'obl']]","[[['théte', 'stem'], ['thó', 'ila'], 'v'], [['ga', '3.pls'], 'v'], [['sien', 'stem'], 'obl'], [['peso', 'stem'], 'obl']]",True,1,
bμ rι hina,"[[['bμ', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['hina', 'stem'], 'neg']]","[[['bμ', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['hina', 'stem'], 'neg']]",True,1,
ko genk'ι ahníni,"[[['ko', 'stem'], 'obl'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['ahníni', 'stem'], 'obl']]","[[['ko', 'stem'], 'obl'], [['gen', 'dem'], [""k'ι"", 'dem'], 'unkwn'], [['ahníni', 'stem'], 'obl']]",True,1,
'á ntsμhní,"[[[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]","[[[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'n']]",True,1,
tó'μté ná rι siyón 'á fuente ngé rι báusterio fuente ngé rι atrio,"[[['tó', '1.prf'], [""'μté"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['siyón', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['báusterio', 'stem'], 'bautisterio'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['atrio', 'stem'], 'obl']]","[[['tó', '1.prf'], [""'μté"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['siyón', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['báusterio', 'stem'], 'bautisterio'], [['fuente', 'stem'], 'obl'], [['ngé', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['atrio', 'stem'], 'obl']]",True,1,
este xo pε'ts'i rikantéra própio,"[[['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [[""pε'ts'i"", 'stem'], 'v'], [['ri', '2.pss'], ['kantéra', 'stem'], 'n'], [['própio', 'stem'], 'obl']]","[[['este', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [[""pε'ts'i"", 'stem'], 'v'], [['ri', '2.pss'], ['kantéra', 'stem'], 'n'], [['própio', 'stem'], 'obl']]",True,1,
hina xo dítónthó en bese,"[[['hina', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tón', 'stem'], ['thó', 'ila'], 'v'], [['en', 'stem'], 'obl'], [['bese', 'stem'], 'obl']]","[[['hina', 'stem'], 'neg'], [['xo', 'stem'], 'cnj'], [['dí', '1.icp'], ['tón', 'stem'], ['thó', 'ila'], 'v'], [['en', 'stem'], 'obl'], [['bese', 'stem'], 'obl']]",True,1,
en bese gítónthó,"[[['en', 'stem'], 'obl'], [['bese', 'stem'], 'obl'], [['gí', '2.icp'], ['tón', 'stem'], ['thó', 'ila'], 'v']]","[[['en', 'stem'], 'obl'], [['bese', 'stem'], 'obl'], [['gí', '2.icp'], ['tón', 'stem'], ['thó', 'ila'], 'v']]",True,1,
xathó níhí,"[[['xathó', 'stem'], 'obl'], [['níhí', 'stem'], 'obl']]","[[['xathó', 'stem'], 'obl'], [['níhí', 'stem'], 'obl']]",True,1,
pe xo ko gehní pues aí estás,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['ko', 'stem'], 'obl'], [['gehní', 'stem'], 'dem'], [['pues', 'stem'], 'cnj'], [['aí', 'stem'], 'obl'], [['estás', 'stem'], 'v']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['ko', 'stem'], 'obl'], [['gehní', 'stem'], 'dem'], [['pues', 'stem'], 'cnj'], [['aí', 'stem'], 'obl'], [['estás', 'stem'], 'v']]",True,1,
entonses gothót'ihéwi,"[[['entonses', 'stem'], 'obl'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]","[[['entonses', 'stem'], 'obl'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]",True,1,
gehní rι léngu bähtsí híngi phädi,"[[['gehní', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['léngu', 'stem'], 'obl'], [['bähtsí', 'stem'], 'obl'], [['híngi', 'stem'], 'neg'], [['phädi', 'stem'], 'v']]","[[['gehní', 'stem'], 'dem'], [['rι', 'det'], 'det'], [['léngu', 'stem'], 'obl'], [['bähtsí', 'stem'], 'obl'], [['híngi', 'stem'], 'neg'], [['phädi', 'stem'], 'v']]",True,1,
este gogwádihé gothót'ihé chichi regular,"[[['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], 'v'], [['chi', 'dim'], ['chi', 'dim'], 'unkwn'], [['regular', 'stem'], 'adj']]","[[['este', 'stem'], 'obl'], [['go', '1.pot'], ['gwádi', 'stem'], ['hé', 'pl.exc'], 'v'], [['go', '1.pot'], [""thót'i"", 'stem'], ['hé', 'pl.exc'], 'v'], [['chi', 'dim'], ['chi', 'dim'], 'unkwn'], [['regular', 'stem'], 'adj']]",True,1,
entonses goxμhéwi,"[[['entonses', 'stem'], 'obl'], [['go', '1.pot'], ['xμ', 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]","[[['entonses', 'stem'], 'obl'], [['go', '1.pot'], ['xμ', 'stem'], ['hé', 'pl.exc'], ['wi', 'prag'], 'v']]",True,1,
gíkámbia rι bohkíwi,"[[['gí', '2.icp'], ['kámbia', 'stem'], 'v'], [['rι', 'det'], 'det'], [['bohkí', 'stem'], ['wi', 'prag'], 'unkwn']]","[[['gí', '2.icp'], ['kámbia', 'stem'], 'v'], [['rι', 'det'], 'det'], [['bohkí', 'stem'], ['wi', 'prag'], 'unkwn']]",True,1,
dagwáhyι'wi,"[[['da', '3.pot'], ['gwá', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['da', '3.pot'], ['gwá', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1,
