frase,glosa predicha,glosa real,eq?,accuracy-score
dómá 'á mulínú,"[[['dó', '1.cpl'], ['má', 'ctrf'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['mulínú', 'stem'], 'obl']]","[[['dó', '1.cpl'], ['má', 'stem'], 'v'], [[""'á"", 'stem'], 'p.loc'], [['mulínú', 'stem'], 'obl']]",False,0.8333333333333334
boxμbigí ná rι ndμxo dótsí,"[[['bo', '3.cpl'], ['xμ', 'stem'], ['bi', '3.cpl'], ['gí', '2.icp'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ndμxo', 'stem'], 'obl'], [['dó', '1.cpl'], ['tsí', 'stem'], 'v']]","[[['bo', '3.cpl'], ['xμbi', 'stem'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ndμxo', 'stem'], 'obl'], [['dó', '1.cpl'], ['tsí', 'stem'], 'v']]",False,0.8181818181818182
bi'μ mämμi,"[[['bi', '3.cpl'], [""'μ"", 'stem'], 'v'], [['mä', '1.pss'], ['mμi', 'stem'], 'n']]","[[['bi', '3.cpl'], [""'μ"", 'stem'], 'v'], [['mä', '1.pss'], ['mμi', 'stem'], 'n']]",True,1.0
dótsμhμ dómíhthó rι hió rι goxthí,"[[['dó', '1.cpl'], ['tsμhμ', 'stem'], 'v'], [['dó', '1.cpl'], ['mí', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v'], [['rι', 'det'], 'det'], [['hió', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['goxthí', 'stem'], 'obl']]","[[['dó', '1.cpl'], ['tsμhμ', 'stem'], 'v'], [['dó', '1.cpl'], ['mí', 'stem'], ['h', 'lig'], ['thó', 'ila'], 'v'], [['rι', 'det'], 'det'], [['hió', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['goxthí', 'stem'], 'obl']]",True,1.0
genk'ú bipinúhgí rι ríhí ko rι 'yohó,"[[[""genk'ú"", 'stem'], 'cnj'], [['bi', '3.cpl'], ['pinú', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['rι', 'det'], 'det'], [['ríhí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'yohó"", 'stem'], 'obl']]","[[[""genk'ú"", 'stem'], 'cnj'], [['bi', '3.cpl'], ['pi', 'it'], ['nú', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['rι', 'det'], 'det'], [['ríhí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'yohó"", 'stem'], 'obl']]",False,0.9
puro rι hiádi ndímá'bμi,"[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['hiádi', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], [""'bμi"", 'stem'], 'v']]","[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['hiádi', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], [""'bμi"", 'stem'], 'v']]",True,1.0
binkhágí ná rι lábádo,"[[['bi', '3.cpl'], ['nkhá', 'stem'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['lábádo', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['nkhá', 'stem'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['lábádo', 'stem'], 'obl']]",True,1.0
despwés de yózonι khá bizógí,"[[['despwés', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['yó', 'stem'], ['zonι', 'stem'], 'unkwn'], [['khá', 'stem'], 'v'], [['bi', '3.cpl'], ['zó', 'stem'], ['gí', '1.obj'], 'v']]","[[['despwés', 'stem'], 'obl'], [['de', 'stem'], 'obl'], [['yó', 'stem'], ['zonι', 'stem'], 'unkwn'], [['khá', 'stem'], 'v'], [['bi', '3.cpl'], ['zó', 'stem'], ['gí', '1.obj'], 'v']]",True,1.0
puro rι hiádi ndímámí,"[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['hiádi', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['mí', 'stem'], 'v']]","[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['hiádi', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['mí', 'stem'], 'v']]",True,1.0
puro rι ríhí ko rι 'yohó minúhgí,"[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ríhí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'yohó"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['nú', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v']]","[[['puro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['ríhí', 'stem'], 'obl'], [['ko', 'stem'], 'obl'], [['rι', 'det'], 'det'], [[""'yohó"", 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['nú', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v']]",True,1.0
mikhágí kaso gé mäwéla,"[[['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], ['gí', '1.obj'], 'v'], [['kaso', 'stem'], 'obl'], [['gé', 'stem'], 'prt'], [['mä', '1.pss'], ['wéla', 'stem'], 'n']]","[[['m', 'psd'], ['i', '3.icp'], ['khá', 'stem'], ['gí', '1.obj'], 'v'], [['kaso', 'stem'], 'obl'], [['gé', 'stem'], 'prt'], [['mä', '1.pss'], ['wéla', 'stem'], 'n']]",True,1.0
k'ι bi'yμthegí,"[[[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], [""'yμthe"", 'stem'], ['gí', '1.obj'], 'v']]","[[[""k'ι"", 'stem'], 'dem'], [['bi', '3.cpl'], [""'yμthe"", 'stem'], ['gí', '1.obj'], 'v']]",True,1.0
botsígí bikhágí ná rιlábádo,"[[['bo', '3.cpl'], ['tsí', 'stem'], ['gí', '1.obj'], 'v'], [['bi', '3.cpl'], ['khá', 'stem'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], ['lábádo', 'stem'], 'n']]","[[['bo', '3.cpl'], ['tsí', 'stem'], ['gí', '1.obj'], 'v'], [['bi', '3.cpl'], ['khá', 'stem'], ['gí', '1.obj'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], ['lábádo', 'stem'], 'n']]",True,1.0
nge dótsó rι hiéthé dótsí yι ndμxo,"[[['nge', 'stem'], 'prt'], [['dó', '1.cpl'], ['tsó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hiéthé', 'stem'], 'obl'], [['dó', '1.cpl'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl']]","[[['nge', 'stem'], 'prt'], [['dó', '1.cpl'], ['tsó', 'stem'], 'v'], [['rι', 'det'], 'det'], [['hiéthé', 'stem'], 'obl'], [['dó', '1.cpl'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl']]",True,1.0
xo nkhák'ú mäpasión,"[[['xo', 'stem'], 'cnj'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v'], [['mä', '1.pss'], ['pasión', 'stem'], 'n']]","[[['xo', 'stem'], 'cnj'], [['nkhá', 'stem'], [""k'ú"", 'loc'], 'v'], [['mä', '1.pss'], ['pasión', 'stem'], 'n']]",True,1.0
k'ι mäistória dáté porke dósuphré,"[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['istória', 'stem'], 'n'], [['dá', '1.icp'], ['té', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v']]","[[[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['istória', 'stem'], 'n'], [['dá', '1.icp'], ['té', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['dó', '1.cpl'], ['suphré', 'stem'], 'v']]",True,1.0
asta ndímátsí yι ndμxo ñáthó hín dímátsó,"[[['asta', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl'], [['ñá', 'stem'], ['thó', 'ila'], 'unkwn'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['tsó', 'stem'], 'v']]","[[['asta', 'stem'], 'cnj'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['tsí', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['ndμxo', 'stem'], 'obl'], [['ñá', 'stem'], ['thó', 'ila'], 'unkwn'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['tsó', 'stem'], 'v']]",True,1.0
dóhniní,"[[['dó', '1.cpl'], ['hniní', 'stem'], 'v']]","[[['dó', '1.cpl'], ['hniní', 'stem'], 'v']]",True,1.0
biñiti ná rι xíná yι bakóná,"[[['bi', '3.cpl'], ['ñiti', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['xíná', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['bakóná', 'stem'], 'obl']]","[[['bi', '3.cpl'], ['ñiti', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['xíná', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['bakóná', 'stem'], 'obl']]",True,1.0
bintsot'ei k'ι mätsátsí,"[[['bi', '3.cpl'], [""ntsot'ei"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsátsí', 'stem'], 'n']]","[[['bi', '3.cpl'], [""ntsot'ei"", 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['tsátsí', 'stem'], 'n']]",True,1.0
xo yawμ ndóbéni ya xo rι'bμi ná mít'i rι dμní k'ι mäñá ko genι rι dáhtú ndrιpot'í ná t'axi dáhtú,"[[['xo', 'stem'], 'cnj'], [['yawμ', 'stem'], 'unkwn'], [['ndó', 'stem'], ['bé', 'dual.exc'], ['n', 'psd'], ['i', '3.icp'], 'v'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['rι', 'det'], [""'bμi"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [[""mít'i"", 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dμní', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ñá', 'stem'], 'n'], [['ko', 'stem'], 'obl'], [['genι', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['dáhtú', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], [""pot'í"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [[""t'axi"", 'stem'], 'obl'], [['dáhtú', 'stem'], 'obl']]","[[['xo', 'stem'], 'cnj'], [['ya', 'mod'], ['wμ', 'stem'], 'unkwn'], [['n', 'psd'], ['dó', '1.cpl'], ['béni', 'stem'], 'v'], [['ya', 'stem'], 'cnj'], [['xo', 'stem'], 'cnj'], [['rι', '3.cnt'], [""'bμi"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [[""mít'i"", 'stem'], 'obl'], [['rι', 'det'], 'det'], [['dμní', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], ['ñá', 'stem'], 'n'], [['ko', 'stem'], 'obl'], [['genι', 'stem'], 'prt'], [['rι', 'det'], 'det'], [['dáhtú', 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], [""pot'í"", 'stem'], 'v'], [['ná', 'stem'], 'obl'], [[""t'axi"", 'stem'], 'obl'], [['dáhtú', 'stem'], 'obl']]",False,0.8441558441558441
ta bimátha yι hmí 'á ntsμhní kon k'ι rι gexu,"[[['ta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'ctrf'], ['tha', 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'toluca'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['gexu', 'stem'], 'obl']]","[[['ta', 'stem'], 'cnj'], [['bi', '3.cpl'], ['má', 'stem'], ['tha', 'prt'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""'á"", 'stem'], 'p.loc'], [['ntsμhní', 'stem'], 'toluca'], [['kon', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['gexu', 'stem'], 'obl']]",False,0.8571428571428571
dótsí,"[[['dó', '1.cpl'], ['tsí', 'stem'], 'v']]","[[['dó', '1.cpl'], ['tsí', 'stem'], 'v']]",True,1.0
xo dótú hmanι,"[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tú', 'stem'], 'v'], [['hmanι', 'stem'], 'n']]","[[['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['tú', 'stem'], 'v'], [['hmanι', 'stem'], 'n']]",True,1.0
hín díbéni,"[[['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['béni', 'stem'], 'v']]","[[['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['béni', 'stem'], 'v']]",True,1.0
ya digenk'úyι' xo bizógiyι'wi,"[[['ya', 'stem'], 'cnj'], [['di', 'prt'], ['gen', 'mod'], [""k'ú"", 'loc'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['ya', 'stem'], 'cnj'], [['di', 'prt'], ['gen', 'mod'], [""k'ú"", 'loc'], [""yι'"", 'lim'], 'unkwn'], [['xo', 'stem'], 'cnj'], [['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
pe xo mbizógiyι' xo dópεhyι'wi,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], 'v'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
té xo dópεhyι'wi,"[[['té', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]","[[['té', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['dó', '1.cpl'], ['pε', 'stem'], ['h', 'lig'], [""yι'"", 'lim'], ['wi', 'prag'], 'v']]",True,1.0
pe xo mbizógiyι' dóxot'i yι phání,"[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], 'v'], [['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl']]","[[['pe', 'stem'], 'obl'], [['xo', 'stem'], 'cnj'], [['m', 'med'], ['bi', '3.cpl'], ['zógi', 'stem'], [""yι'"", 'lim'], 'v'], [['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['yι', 'det.pl'], 'det'], [['phání', 'stem'], 'obl']]",True,1.0
dóxot'i rι káro rι tsikarehtá mitú rι tsiánmá mäpahpá,"[[['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['káro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['karehtá', 'stem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsiánmá', 'stem'], 'unkwn'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]","[[['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['rι', 'det'], 'det'], [['káro', 'stem'], 'obl'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['karehtá', 'stem'], 'unkwn'], [['m', 'psd'], ['i', '3.icp'], ['tú', 'stem'], 'v'], [['rι', 'det'], 'det'], [['tsi', 'dim'], ['ánmá', 'stem'], 'unkwn'], [['mä', '1.pss'], ['pahpá', 'stem'], 'n']]",False,0.9111111111111111
dóxot'i porke bεhtho díté mä'idá,"[[['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['bεhtho', 'stem'], 'obl'], [['dí', '1.icp'], ['té', 'stem'], 'v'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]","[[['dó', '1.cpl'], [""xot'i"", 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['bεhtho', 'stem'], 'obl'], [['dí', '1.icp'], ['té', 'stem'], 'v'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]",True,1.0
milénguthó yι mä'idá,"[[['m', 'psd'], ['i', '3.icp'], ['léngu', 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]","[[['m', 'psd'], ['i', '3.icp'], ['léngu', 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]",True,1.0
trábáhó ndímáthógí porke mämamé mintí,"[[['trábáhó', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['thó', 'stem'], ['gí', '2.icp'], 'v'], [['porke', 'stem'], 'cnj'], [['mä', '1.pss'], ['mamé', 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], ['ntí', 'stem'], 'v']]","[[['trábáhó', 'stem'], 'obl'], [['n', 'psd'], ['dí', '1.icp'], ['má', 'ctrf'], ['thógí', 'stem'], 'v'], [['porke', 'stem'], 'cnj'], [['mä', '1.pss'], ['mamé', 'stem'], 'n'], [['m', 'psd'], ['i', '3.icp'], ['ntí', 'stem'], 'v']]",False,0.9393939393939394
mäpahpá hí mitso wakoht'íbi rιhmí,"[[['mä', '1.pss'], ['pahpá', 'stem'], 'n'], [['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [[""wakoht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', 'det'], ['hmí', 'stem'], 'n']]","[[['mä', '1.pss'], ['pahpá', 'stem'], 'n'], [['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['rι', '3.pss'], ['hmí', 'stem'], 'n']]",False,0.8275862068965517
kon trábáhó drιmáhμtsé ná hwadá ga chúní,"[[['kon', 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl'], [['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', '3.pls'], 'gen'], [['chúní', 'stem'], 'obl']]","[[['kon', 'stem'], 'obl'], [['trábáhó', 'stem'], 'obl'], [['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', 'stem'], 'gen'], [['chúní', 'stem'], 'obl']]",False,0.9411764705882353
drιmáhμtsé ná hwadá ga chúní,"[[['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', '3.pls'], 'gen'], [['chúní', 'stem'], 'obl']]","[[['drι', '1.cnt'], ['má', 'ctrf'], ['hμtsé', 'stem'], 'v'], [['ná', 'stem'], 'obl'], [['hwadá', 'stem'], 'obl'], [['ga', 'stem'], 'gen'], [['chúní', 'stem'], 'obl']]",False,0.9166666666666666
xo dadä k'ι rι chúníyι',"[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['dä', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['chúní', 'stem'], [""yι'"", 'lim'], 'unkwn']]","[[['xo', 'stem'], 'cnj'], [['da', '3.pot'], ['dä', 'stem'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['chúní', 'stem'], [""yι'"", 'lim'], 'unkwn']]",True,1.0
gophμkeyι'wi pe miñáthó k'ι rι dethá,"[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]","[[['go', '1.pot'], ['phμke', 'stem'], [""yι'"", 'lim'], ['wi', 'prag'], 'v'], [['pe', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], ['ñá', 'stem'], ['thó', 'ila'], 'v'], [[""k'ι"", 'stem'], 'dem'], [['rι', 'det'], 'det'], [['dethá', 'stem'], 'obl']]",True,1.0
gokoht'íbi komo k'it'á o 'rähtó yι hmí k'ι mä'idáwi nchúdi,"[[['go', '1.pot'], [""koht'í"", 'stem'], ['bi', '3.cpl'], 'v'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], [""'idá"", 'stem'], ['wi', 'prag'], 'n'], [['nchúdi', 'stem'], 'obl']]","[[['go', '1.pot'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['komo', 'stem'], 'obl'], [[""k'it'á"", 'stem'], 'obl'], [['o', 'stem'], 'conj.adv'], [[""'rähtó"", 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [[""k'ι"", 'stem'], 'dem'], [['mä', '1.pss'], [""'idá"", 'stem'], ['wi', 'stem'], 'n'], [['nchúdi', 'stem'], 'obl']]",False,0.9183673469387755
puro yι t'ihi ndrιmániñahé,"[[['puro', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['niña', 'stem'], ['hé', 'pl.exc'], 'v']]","[[['puro', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['n', 'psd'], ['drι', '1.cnt'], ['má', 'ctrf'], ['niña', 'stem'], ['hé', 'pl.exc'], 'v']]",True,1.0
gowít'ithó yι t'ihi porke kho mintsohgí kho mixihgí ke waporá,"[[['go', '1.pot'], [""wít'i"", 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['ke', 'stem'], 'obl'], [['waporá', 'stem'], 'v']]","[[['go', '1.pot'], [""wít'i"", 'stem'], ['thó', 'ila'], 'v'], [['yι', 'det.pl'], 'det'], [[""t'ihi"", 'stem'], 'obl'], [['porke', 'stem'], 'cnj'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['ntso', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['kho', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['xi', 'stem'], ['h', 'lig'], ['gí', '1.obj'], 'v'], [['ke', 'stem'], 'obl'], [['wa', '1.cpl.irr'], ['porá', 'stem'], 'v']]",False,0.9423076923076923
hí mitso ngwakoht'íbi yι hmí yι mä'idá mähke mi'μngí yι mä'idá,"[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [['n', 'psd'], ['gwa', '1.icp.irr'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['mä', '1.pss'], ['hke', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]","[[['hí', 'stem'], 'neg'], [['m', 'psd'], ['i', '3.icp'], ['tso', 'stem'], 'v'], [['n', 'psd'], ['gwa', '1.icp.irr'], [""koht'í"", 'stem'], ['bi', '3.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['hmí', 'stem'], 'obl'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n'], [['mähke', 'stem'], 'obl'], [['m', 'psd'], ['i', '3.icp'], [""'μn"", 'stem'], ['gí', '1.obj'], 'v'], [['yι', 'det.pl'], 'det'], [['mä', '1.pss'], [""'idá"", 'stem'], 'n']]",False,0.9423076923076923
pe komo hín dímásiertá wapεt'i hín dímásiertá wak'μní,"[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [[""wapεt'i"", 'stem'], 'v'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [[""wak'μní"", 'stem'], 'v']]","[[['pe', 'stem'], 'obl'], [['komo', 'stem'], 'obl'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""pεt'i"", 'stem'], 'v'], [['hín', 'stem'], 'neg'], [['dí', '1.icp'], ['má', 'ctrf'], ['siertá', 'stem'], 'v'], [['wa', '1.cpl.irr'], [""k'μní"", 'stem'], 'v']]",False,0.8695652173913043
trábáhó dóthógí,"[[['trábáhó', 'stem'], 'obl'], [['dó', '1.cpl'], ['thó', 'stem'], ['gí', '1.obj'], 'v']]","[[['trábáhó', 'stem'], 'obl'], [['dó', '1.cpl'], ['thógí', 'stem'], 'v']]",False,0.8571428571428571
